# p q signal noise
74 29 1.247e+02 3.779e+00
74 30 9.018e+01 3.779e+00
74 31 6.034e+01 3.779e+00
74 32 4.193e+01 3.779e+00
75 11 3.468e+01 3.779e+00
75 12 5.091e+01 3.779e+00
75 13 8.007e+01 3.779e+00
75 14 1.274e+02 3.779e+00
75 15 2.020e+02 3.779e+00
75 16 2.470e+02 3.779e+00
75 17 2.374e+02 3.779e+00
75 18 2.265e+02 3.779e+00
75 19 2.009e+02 3.779e+00
75 20 2.060e+02 3.779e+00
75 21 1.885e+02 3.779e+00
75 22 2.084e+02 3.779e+00
75 23 2.312e+02 3.779e+00
75 24 2.321e+02 3.779e+00
75 25 2.233e+02 3.779e+00
75 26 2.120e+02 3.779e+00
75 27 1.744e+02 3.779e+00
75 28 1.371e+02 3.779e+00
75 29 9.858e+01 3.779e+00
75 30 7.307e+01 3.779e+00
75 31 4.624e+01 3.779e+00
75 32 4.288e+01 3.779e+00
76 11 3.638e+01 3.779e+00
76 12 5.638e+01 3.779e+00
76 13 9.405e+01 3.779e+00
76 14 1.410e+02 3.779e+00
76 15 1.946e+02 3.779e+00
76 16 2.327e+02 3.779e+00
76 17 2.247e+02 3.779e+00
76 18 2.134e+02 3.779e+00
76 19 2.062e+02 3.779e+00
76 20 1.998e+02 3.779e+00
76 21 2.005e+02 3.779e+00
76 22 2.183e+02 3.779e+00
76 23 2.355e+02 3.779e+00
76 24 2.347e+02 3.779e+00
76 25 2.281e+02 3.779e+00
76 26 2.102e+02 3.779e+00
76 27 1.703e+02 3.779e+00
76 28 1.158e+02 3.779e+00
76 29 8.595e+01 3.779e+00
76 30 5.819e+01 3.779e+00
76 31 4.151e+01 3.779e+00
77 11 3.879e+01 3.779e+00
77 12 5.709e+01 3.779e+00
77 13 9.254e+01 3.779e+00
77 14 1.221e+02 3.779e+00
77 15 1.706e+02 3.779e+00
77 16 1.872e+02 3.779e+00
77 17 2.021e+02 3.779e+00
77 18 2.071e+02 3.779e+00
77 19 2.103e+02 3.779e+00
77 20 1.984e+02 3.779e+00
77 21 1.887e+02 3.779e+00
77 22 1.906e+02 3.779e+00
77 23 1.967e+02 3.779e+00
77 24 2.192e+02 3.779e+00
77 25 2.159e+02 3.779e+00
77 26 1.975e+02 3.779e+00
77 27 1.423e+02 3.779e+00
77 28 9.064e+01 3.779e+00
77 29 7.142e+01 3.779e+00
77 30 4.215e+01 3.779e+00
78 11 4.239e+01 3.779e+00
78 12 4.932e+01 3.779e+00
78 13 8.158e+01 3.779e+00
78 14 1.005e+02 3.779e+00
78 15 1.263e+02 3.779e+00
78 16 1.373e+02 3.779e+00
78 17 1.592e+02 3.779e+00
78 18 1.836e+02 3.779e+00
78 19 1.891e+02 3.779e+00
78 20 1.790e+02 3.779e+00
78 21 1.464e+02 3.779e+00
78 22 1.417e+02 3.779e+00
78 23 1.520e+02 3.779e+00
78 24 1.707e+02 3.779e+00
78 25 1.779e+02 3.779e+00
78 26 1.514e+02 3.779e+00
78 27 1.029e+02 3.779e+00
78 28 6.523e+01 3.779e+00
78 29 4.935e+01 3.779e+00
78 30 3.307e+01 3.779e+00
79 12 4.197e+01 3.779e+00
79 13 5.383e+01 3.779e+00
79 14 6.951e+01 3.779e+00
79 15 8.112e+01 3.779e+00
79 16 1.020e+02 3.779e+00
79 17 1.132e+02 3.779e+00
79 18 1.311e+02 3.779e+00
79 19 1.388e+02 3.779e+00
79 20 1.303e+02 3.779e+00
79 21 1.117e+02 3.779e+00
79 22 9.841e+01 3.779e+00
79 23 9.347e+01 3.779e+00
79 24 9.814e+01 3.779e+00
79 25 1.154e+02 3.779e+00
79 26 9.222e+01 3.779e+00
79 27 6.245e+01 3.779e+00
79 28 4.421e+01 3.779e+00
79 29 3.082e+01 3.779e+00
80 13 4.155e+01 3.779e+00
80 14 5.097e+01 3.779e+00
80 15 5.810e+01 3.779e+00
80 16 5.287e+01 3.779e+00
80 17 7.677e+01 3.779e+00
80 18 7.979e+01 3.779e+00
80 19 8.830e+01 3.779e+00
80 20 8.652e+01 3.779e+00
80 21 6.915e+01 3.779e+00
80 22 6.340e+01 3.779e+00
80 23 6.147e+01 3.779e+00
80 24 6.292e+01 3.779e+00
80 25 6.514e+01 3.779e+00
80 26 5.683e+01 3.779e+00
80 27 4.190e+01 3.779e+00
80 28 3.420e+01 3.779e+00
81 14 3.219e+01 3.779e+00
81 15 3.377e+01 3.779e+00
81 16 3.985e+01 3.779e+00
81 17 5.271e+01 3.779e+00
81 18 5.807e+01 3.779e+00
81 19 5.690e+01 3.779e+00
81 20 5.067e+01 3.779e+00
81 21 4.855e+01 3.779e+00
81 22 4.946e+01 3.779e+00
81 23 4.200e+01 3.779e+00
81 24 3.989e+01 3.779e+00
81 25 3.644e+01 3.779e+00
81 26 2.698e+01 3.779e+00
82 17 2.943e+01 3.779e+00
82 18 3.134e+01 3.779e+00
82 19 3.114e+01 3.779e+00
82 20 3.077e+01 3.779e+00
82 21 3.065e+01 3.779e+00
82 22 3.492e+01 3.779e+00
